COMM,ACTS,REG,value
GAS,GSP-a,OPC,19183.85870431278
GAS,GSP-a,SAS,9069.234663305879
GAS,GSP-a,XLC,5652.8241324471
GAS,GSP-a,ROW,16550.602724701854
GAS,XEL-a,EUR,33.1642964030775
GAS,XEL-a,ROW,0.004867510422363378
GAS,SRV-a,CHN,937.806134184056
GAS,SRV-a,XEA,1199.1992533790176
GAS,SRV-a,USA,14085.676600867278
GAS,SRV-a,RUS,8289.084201155401
GAS,SRV-a,EUR,2468.838708447868
GAS,SRV-a,XOE,2481.2196388211582
GAS,SRV-a,OPC,2660.1977583858848
GAS,SRV-a,SAS,2366.5119241475036
GAS,SRV-a,XLC,508.6600225198189
GAS,SRV-a,ROW,5847.629174745011
P_C,AGR-a,CHN,6932.14690684879
P_C,AGR-a,XEA,2772.1723493809486
P_C,AGR-a,USA,10536.306560232926
P_C,AGR-a,RUS,3193.543755660251
P_C,AGR-a,EUR,10914.337702022098
P_C,AGR-a,XOE,6770.011064570098
P_C,AGR-a,OPC,6566.368238914996
P_C,AGR-a,SAS,6826.23202778992
P_C,AGR-a,XLC,4458.452740800971
P_C,AGR-a,ROW,8183.822864514611
P_C,FRS-a,CHN,649.8691799722685
P_C,FRS-a,XEA,215.9085065133382
P_C,FRS-a,USA,187.27069179133176
P_C,FRS-a,RUS,1579.7786792516733
P_C,FRS-a,EUR,1036.8578158288524
P_C,FRS-a,XOE,964.6565589904785
P_C,FRS-a,OPC,173.1184368060567
P_C,FRS-a,SAS,300.9598018534805
P_C,FRS-a,XLC,316.6951085864404
P_C,FRS-a,ROW,446.96184694807
P_C,COA-a,CHN,1935.2601520720848
P_C,COA-a,XEA,1.1708304209142026
P_C,COA-a,USA,6.636828959481273
P_C,COA-a,RUS,996.5500924190816
P_C,COA-a,EUR,69.13424011097263
P_C,COA-a,XOE,1009.9783326718557
P_C,COA-a,OPC,64.93417056648263
P_C,COA-a,SAS,0.9402400504074513
P_C,COA-a,XLC,1.6844750616643982
P_C,COA-a,ROW,63.48084802059244
P_C,OIL-a,CHN,1142.1104981558383
P_C,OIL-a,XEA,6.71631525854113
P_C,OIL-a,USA,2.642278085216643
P_C,OIL-a,RUS,327.4219970703125
P_C,OIL-a,EUR,412.5826246318961
P_C,OIL-a,XOE,448.10036262515456
P_C,OIL-a,OPC,1433.5015219649067
P_C,OIL-a,SAS,1.5192429913677763
P_C,OIL-a,XLC,2.132896380630912
P_C,OIL-a,ROW,365.04750411826035
P_C,GAS-a,CHN,1950.6739254510314
P_C,GAS-a,XEA,10.106856235795293
P_C,GAS-a,USA,6.174523138409229
P_C,GAS-a,RUS,322.68983477484346
P_C,GAS-a,EUR,320.32874000836557
P_C,GAS-a,XOE,665.6406437589582
P_C,GAS-a,OPC,204.07462672756424
P_C,GAS-a,SAS,0.5969141026829116
P_C,GAS-a,XLC,4.485020061800329
P_C,GAS-a,ROW,274.4804173580662
P_C,OXT-a,CHN,3489.1564888642347
P_C,OXT-a,XEA,966.0915898550585
P_C,OXT-a,USA,282.3853841364936
P_C,OXT-a,RUS,1314.553668490499
P_C,OXT-a,EUR,1244.8758856939676
P_C,OXT-a,XOE,3948.3138523310618
P_C,OXT-a,OPC,2357.210823180436
P_C,OXT-a,SAS,1471.582912321219
P_C,OXT-a,XLC,1539.4707384775948
P_C,OXT-a,ROW,1596.0424497280012
P_C,EIT-a,CHN,126582.83839747017
P_C,EIT-a,XEA,38877.45269958565
P_C,EIT-a,USA,63400.30096536258
P_C,EIT-a,RUS,32359.902847623245
P_C,EIT-a,EUR,93231.2962585846
P_C,EIT-a,XOE,94460.86778845411
P_C,EIT-a,OPC,42737.21279469694
P_C,EIT-a,SAS,24909.128456390023
P_C,EIT-a,XLC,8811.43107206695
P_C,EIT-a,ROW,12670.638726867848
P_C,XMN-a,CHN,20591.466245603795
P_C,XMN-a,XEA,5814.065090320206
P_C,XMN-a,USA,8865.027905470966
P_C,XMN-a,RUS,1668.248831908471
P_C,XMN-a,EUR,10840.296963206023
P_C,XMN-a,XOE,12166.547864691183
P_C,XMN-a,OPC,7465.046826593038
P_C,XMN-a,SAS,3945.4302754929718
P_C,XMN-a,XLC,2435.16450852901
P_C,XMN-a,ROW,3562.14177007533
P_C,P_C-a,CHN,135496.87662855096
P_C,P_C-a,XEA,19452.189479620065
P_C,P_C-a,USA,63237.57835154217
P_C,P_C-a,RUS,28874.356582235258
P_C,P_C-a,EUR,163774.7926444549
P_C,P_C-a,XOE,87609.74856709426
P_C,P_C-a,OPC,22227.77554321289
P_C,P_C-a,SAS,42244.436797239774
P_C,P_C-a,XLC,14435.096905729304
P_C,P_C-a,ROW,27322.63862290712
P_C,ETD-a,CHN,90.88114416865281
P_C,ETD-a,XEA,2620.611004442633
P_C,ETD-a,USA,10.835657072991939
P_C,ETD-a,RUS,10639.330161586971
P_C,ETD-a,EUR,114.03319205521257
P_C,ETD-a,XOE,85.98408011719584
P_C,ETD-a,OPC,2418.826894305319
P_C,ETD-a,SAS,147.74318945558915
P_C,ETD-a,XLC,309.4664269857146
P_C,ETD-a,ROW,672.590025388138
P_C,CLP-a,CHN,7992.48924915515
P_C,CLP-a,XEA,16.297491541565684
P_C,CLP-a,EUR,8.250198364257812
P_C,CLP-a,ROW,277.60698760209647
P_C,OLP-a,CHN,1970.0374591750729
P_C,OLP-a,XEA,8662.390912420553
P_C,OLP-a,USA,4270.975895341457
P_C,OLP-a,RUS,8622.957954967938
P_C,OLP-a,EUR,9368.318210586467
P_C,OLP-a,XOE,24886.72128289301
P_C,OLP-a,OPC,40768.71104042502
P_C,OLP-a,SAS,7709.449221749076
P_C,OLP-a,XLC,9801.57003785312
P_C,OLP-a,ROW,7593.160631899137
P_C,GSP-a,CHN,5665.751657373387
P_C,GSP-a,XEA,3092.617492835137
P_C,GSP-a,USA,13347.056437094332
P_C,GSP-a,EUR,15410.404060478024
P_C,GSP-a,XOE,8844.423763303512
P_C,GSP-a,OPC,2341.463068297303
P_C,GSP-a,SAS,5544.197389543279
P_C,GSP-a,XLC,4543.0242490834435
P_C,GSP-a,ROW,5319.798368912132
P_C,XEL-a,CHN,1308.4855160792438
P_C,XEL-a,XEA,320.4417095473839
P_C,XEL-a,USA,2228.222569072254
P_C,XEL-a,RUS,60.911646841020094
P_C,XEL-a,EUR,4798.073394738074
P_C,XEL-a,XOE,1734.7357757821765
P_C,XEL-a,OPC,690.6093740463256
P_C,XEL-a,SAS,422.65104661507223
P_C,XEL-a,XLC,394.03323849221465
P_C,XEL-a,ROW,138.60188804118937
P_C,SRV-a,CHN,132386.77397973716
P_C,SRV-a,XEA,52218.53036023224
P_C,SRV-a,USA,260044.7785663552
P_C,SRV-a,RUS,47394.629723393635
P_C,SRV-a,EUR,358205.8989869745
P_C,SRV-a,XOE,168493.19861781542
P_C,SRV-a,OPC,94184.07503609009
P_C,SRV-a,SAS,60664.460994759596
P_C,SRV-a,XLC,44128.32920163331
P_C,SRV-a,ROW,67098.16651281525
AGR,AGR-a,CHN,119954.22920103793
AGR,AGR-a,XEA,24155.62632923131
AGR,AGR-a,USA,45903.76470607172
AGR,AGR-a,RUS,8944.610048622373
AGR,AGR-a,EUR,33721.25173000952
AGR,AGR-a,XOE,24860.259075355778
AGR,AGR-a,OPC,47225.48816857555
AGR,AGR-a,SAS,69288.13084495542
AGR,AGR-a,XLC,24109.558065654302
AGR,AGR-a,ROW,53009.07283609721
AGR,FRS-a,CHN,844.925400123665
AGR,FRS-a,XEA,671.1456720782796
AGR,FRS-a,USA,310.26847400557625
AGR,FRS-a,RUS,38.042854726314545
AGR,FRS-a,EUR,366.5431710825827
AGR,FRS-a,XOE,334.7282908767229
AGR,FRS-a,OPC,131.69483293068032
AGR,FRS-a,SAS,3.85389192718864
AGR,FRS-a,XLC,78.13183209609862
AGR,FRS-a,ROW,177.06192581961477
AGR,COA-a,CHN,3.633035220208501
AGR,COA-a,XEA,1.097277561027821
AGR,COA-a,EUR,11.099035856761958
AGR,COA-a,XOE,0.9641301077867048
AGR,COA-a,OPC,0.1275952353410538
AGR,COA-a,ROW,5.553225332812678
AGR,OIL-a,XEA,4.095935027282527
AGR,OIL-a,USA,2.378334940451413
AGR,OIL-a,RUS,5.481703382218256
AGR,OIL-a,EUR,14.357872251551859
AGR,OIL-a,XOE,3.064152693200299
AGR,OIL-a,XLC,1.261863623138385
AGR,OIL-a,ROW,39.967747959331255
AGR,GAS-a,CHN,0.2748372647732555
AGR,GAS-a,XEA,0.6187133200394989
AGR,GAS-a,USA,1.542129103140613
AGR,GAS-a,RUS,16.66771113240975
AGR,GAS-a,EUR,35.07720066878972
AGR,GAS-a,XOE,2.3977331560671566
AGR,GAS-a,OPC,18.474728427849218
AGR,GAS-a,SAS,1.2180939006188654
AGR,GAS-a,XLC,1.909093115970275
AGR,GAS-a,ROW,26.60812190833665
AGR,OXT-a,CHN,24.40970013756007
AGR,OXT-a,XEA,1.0312477864314094
AGR,OXT-a,USA,0.5678847516525928
AGR,OXT-a,EUR,28.479485938976612
AGR,OXT-a,XOE,7.355917460047124
AGR,OXT-a,OPC,29.502528331271858
AGR,OXT-a,SAS,0.8974454970853705
AGR,OXT-a,XLC,33.166618967996925
